row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy
2800,"('vivant', 'ADJ')",9,"[(0, 0.11276174545213241), (9, 0.46169290843690997)]",0.8698323764266938
2804,"('voilà', 'VERB')",5,"[(5, 0.451468090274158), (7, 0.10075564521623041)]",0.8515799132637561
2806,"('voire', 'CCONJ')",1,"[(0, 0.10553303933838007), (1, 0.29281082218511956), (3, 0.15883286313792)]",0.8093765981063917
2808,"('voisin', 'NOUN')",7,"[(5, 0.11515975938652549), (7, 0.40971617357876705), (8, 0.1784847180464141)]",0.8393046670916929
2810,"('voix', 'NOUN')",8,"[(7, 0.1104835064533347), (8, 0.7883505977581942)]",0.6216030857455304
2818,"('vous', 'PRON')",3,"[(1, 0.11018626204063035), (3, 0.23200127750786764), (5, 0.12773745203241024), (7, 0.10895296725171737), (8, 0.10237374985330389)]",0.8199699982617507
2820,"('voyageur', 'NOUN')",7,"[(7, 0.603641779468523), (8, 0.15416049414803798)]",0.8554404939880976
2829,"('web', 'NOUN')",7,"[(0, 0.10112755023802235), (2, 0.10292759428468298), (7, 0.3122969857859734), (8, 0.10935634640546273), (9, 0.11486543644957597)]",0.8200324108037406
2831,"('y', 'PRON')",3,"[(3, 0.2900753099661866), (5, 0.128221003333878), (7, 0.10154881194563509)]",0.7779190553289683
2833,"('°', 'NOUN')",7,"[(2, 0.10302563320997635), (5, 0.1541014845900694), (7, 0.1673727699991928), (8, 0.13671652511542345)]",0.788847773777133
2835,"('Édouard', 'PROPN')",4,"[(3, 0.135484494829946), (4, 0.436585567770428)]",0.9127197278496149
2836,"('Égypte', 'PROPN')",2,"[(2, 0.42614272215517596), (7, 0.1646239256386672), (8, 0.2299550314878977)]",0.9088671550204884
2837,"('État', 'NOUN')",7,"[(7, 0.6395604796849091), (8, 0.1515730894585458)]",0.824987833089443
2838,"('États-Unis', 'PROPN')",7,"[(2, 0.12497741294513931), (7, 0.28233750653817746), (8, 0.24844215893339855)]",0.8764979954200275
2839,"('à', 'ADP')",1,"[(1, 0.5201865951793637), (3, 0.11239499234960415)]",0.8449041408474482
2841,"('âgé', 'ADJ')",5,"[(0, 0.10210018133889949), (5, 0.3305604036953674), (7, 0.12457580394786413), (8, 0.1058189243178878), (9, 0.1111694259193608)]",0.8327384584330437
2842,"('âme', 'NOUN')",8,"[(7, 0.11020127687417514), (8, 0.8245700286783211)]",0.5801033611730735
2843,"('ça', 'PRON')",3,"[(3, 0.22010650556623412), (5, 0.1450084265953305), (7, 0.15246010486347772), (8, 0.10215061809986499)]",0.8172583585365669
2844,"('ère', 'NOUN')",8,"[(7, 0.11662251024993804), (8, 0.7687669856104039)]",0.65319545925507
2845,"('échange', 'NOUN')",7,"[(7, 0.7843306327092623), (8, 0.10357382175753468)]",0.6136991351895089
2851,"('économie', 'NOUN')",8,"[(7, 0.10000357060309112), (8, 0.8365115757462409)]",0.5476368774264024
2853,"('économiste', 'NOUN')",7,"[(7, 0.7404386465977194), (8, 0.1239411574314881)]",0.6943601893684773
2855,"('écoute', 'NOUN')",8,"[(7, 0.21926650104902307), (8, 0.6243966061868823)]",0.9042834709833353
2856,"('écran', 'NOUN')",7,"[(7, 0.7595709701565808), (8, 0.14953166071783514)]",0.7112923387560524
2859,"('écrivain', 'NOUN')",7,"[(7, 0.6490635524455627), (8, 0.1261990447910387)]",0.7815944963005568
2865,"('éducation', 'NOUN')",8,"[(7, 0.12991269842773728), (8, 0.725631244558616)]",0.7182565053382528
2866,"('égal', 'ADJ')",5,"[(5, 0.39419530065359026), (7, 0.12115665821413844), (8, 0.11741725281858127)]",0.7957238294765192
2868,"('égalité', 'NOUN')",8,"[(2, 0.18447468161103836), (7, 0.15286656634456278), (8, 0.4134415133647702)]",0.8775500250247017
2872,"('élection', 'NOUN')",8,"[(7, 0.14924452766187313), (8, 0.7462772194043857)]",0.7246548205047958
2874,"('électricité', 'NOUN')",8,"[(2, 0.19590436468330574), (7, 0.14295028109809008), (8, 0.41543179877374486)]",0.87597340291775
2877,"('élevage', 'NOUN')",7,"[(7, 0.746606620076731), (8, 0.15523659835411627)]",0.7319463158214752
2879,"('élevé', 'ADJ')",5,"[(5, 0.3754890801049099), (7, 0.14321621275378205), (8, 0.1097434799692673)]",0.8088548583216448
2882,"('élite', 'NOUN')",8,"[(7, 0.14521686043653842), (8, 0.7561872145286566)]",0.7091260204978058
2888,"('émotion', 'NOUN')",8,"[(7, 0.1381109634751904), (8, 0.7176965472014935)]",0.7379153928320333
2894,"('épouse', 'NOUN')",8,"[(7, 0.2049626396309264), (8, 0.42772832772422004)]",0.9927278419123131
2897,"('équipage', 'NOUN')",7,"[(7, 0.6184304277186491), (8, 0.14964479181152435)]",0.8388526960392493
2899,"('équipement', 'NOUN')",7,"[(7, 0.7602482151314126), (8, 0.11611261786801635)]",0.661338535974408
2904,"('étang', 'NOUN')",7,"[(7, 0.5631000535038521), (8, 0.21344311886141296)]",0.9421167051966957
2909,"('étrange', 'ADJ')",0,"[(0, 0.31620723297233655), (5, 0.11565868502181276), (7, 0.1183679354333606), (9, 0.178770528915326)]",0.8468108410912496
2911,"('étranger', 'NOUN')",7,"[(7, 0.5501654288716624), (8, 0.22672595535097897)]",0.9596924484447602
2913,"('étudiant', 'NOUN')",7,"[(7, 0.6248661587188782), (8, 0.16442704758302532)]",0.8521442904968485
2915,"('été', 'NOUN')",7,"[(7, 0.7228168997471399), (8, 0.10698536086999813)]",0.683469473589689
2919,"('évidence', 'NOUN')",2,"[(2, 0.21516457614354637), (7, 0.11932027548534826), (8, 0.19674657508141516)]",0.8229609229511774
2926,"('évêque', 'NOUN')",7,"[(7, 0.7453954017524015), (8, 0.11854878107528834)]",0.680698713796694
2927,"('être', 'AUX')",3,"[(0, 0.11009323952659923), (1, 0.13284882162651893), (3, 0.22219408152152734), (5, 0.16003423038647963)]",0.8212834774964983
2929,"('île', 'NOUN')",8,"[(7, 0.11921702901103254), (8, 0.8257710922698186)]",0.5938646762483039
2930,"('œil', 'NOUN')",7,"[(7, 0.6934441378352377), (8, 0.1573874614503405)]",0.7860894011576373
2931,"('œuf', 'NOUN')",7,"[(7, 0.6858095715681806), (8, 0.11486580418186182)]",0.7317713391249652
2934,"('€', 'NOUN')",6,"[(2, 0.14531253727737575), (5, 0.1128141683491435), (6, 0.18818157949609177), (7, 0.12800739534981143), (8, 0.11331590545512354)]",0.839220987186238
